Ocean_blue,Blue,Green1,Green,Yellow,Red,RedEdge,NIR,NDVI,GNDVI,EVI,SAVI,NDRE,MSAVI,DVI,RVI,ARVI,VARI,TVI,GEMI,PC_Ocean_blue,PC_Blue,PC_Green1,PC_Green,PC_Yellow,PC_Red,PC_RedEdge,PC_NIR,PC_NDVI,PC_GNDVI,PC_EVI,PC_SAVI,PC_NDRE,PC_MSAVI,PC_DVI,PC_RVI,PC_ARVI,PC_VARI,PC_TVI,PC_GEMI,VV,VH,VV/VH,VH/VV,VV-VH,(VV+VH)/2,VH-VV,TanDEM Canopy height (m),AGB(kg/9 sq.m)
205,234,499,635,499,358,1121,3726,0.824681685,0.708782389,2.04368932,1.236871098,0.537445843,0.903906755,3368,10.40782123,0.770912548,0.364953887,213160,-11338667.32,49257.49609,-1236.834961,120.941452,-114.9000549,60.04994965,29.79854774,19.00127411,9.297208786,9264224,36886.39063,26296.67969,40.33568954,-0.633576632,-0.00966461,-0.018638976,-0.026313763,-0.004730046,-0.006948672,9.65E-05,-6.65E-09,-7.75027,-12.966,0.597737,1.67298,5.21574,-10.3581,-5.21574,5.36575,68.6358
186,245,488,599,516,376,1080,3936,0.825602968,0.735832415,2.043393411,1.23826087,0.56937799,0.904460568,3560,10.46808511,0.771775827,0.305479452,222520,-12668570.51,49313.41406,-1423.001587,133.1797333,-99.26868439,153.6985779,30.28859711,-17.63280487,10.87428474,10593986,52121.83594,41022.21094,108.6556168,0.319791406,-0.231824279,0.082193017,-0.029754631,-0.00288676,-0.015220731,-2.69E-05,4.24E-09,-7.91955,-13.4292,0.589727,1.6957,5.50963,-10.6744,-5.50963,3.75426,134.74161
159,284,504,635,545,376,1192,3780,0.819056785,0.712344281,2.178141797,1.228437387,0.520514883,0.900517251,3404,10.05319149,0.779661017,0.356258597,214600,-11582418.04,49328.42969,-1272.358276,130.1720276,-65.27924347,38.45741272,-32.258358,-22.24077797,-4.105579853,9507942,39786.6875,29249.07617,58.28520966,0.006604327,-0.250517577,0.017478384,0.004770004,0.004305842,0.003740863,0.000241919,-4.58E-09,-7.5199,-12.1149,0.620715,1.61104,4.59499,-9.8174,-4.59499,5.36575,75.92229
224,243,512,681,555,381,1166,3389,0.797877984,0.665356265,1.951472687,1.196658268,0.488035126,0.887562733,3008,8.895013123,0.734390993,0.366300366,192480,-9043856.039,49207.48828,-906.4672852,121.1882401,-94.74794006,-38.78077316,34.96389389,20.55808258,-2.49870038,6969558.5,12370.57227,5052.906738,-30.37228203,-0.591545403,0.138009816,-0.058040127,-0.004490801,-0.006631435,-0.002917449,0.000145131,-2.71E-09,-7.14029,-16.5229,0.432146,2.31403,9.38256,-11.8316,-9.38256,3.56399,70.14744
187,207,469,576,442,351,1027,3441,0.814873418,0.71321882,1.933425103,1.222148978,0.540286482,0.897981457,3090,9.803418803,0.74847561,0.3125,194400,-9543751.089,49049.38281,-1007.150818,78.62919617,-122.5623093,72.59552765,37.2181015,39.79708862,24.52375031,7469366,18723.21289,12057.93652,31.90198135,-1.693674684,0.165857956,-0.030856153,-0.034506984,0.001489177,-0.016828693,-5.05E-05,-4.06E-09,-9.66918,-15.9008,0.608094,1.64448,6.23163,-12.785,-6.23163,6.16698,112.68504
139,253,479,613,520,372,1083,3436,0.804621849,0.697209187,2.03102214,1.206774321,0.520690418,0.891720525,3064,9.23655914,0.749936338,0.329234973,193480,-9383799.375,49118.24219,-975.3834839,122.6296005,-82.7173233,46.72589111,-14.93004608,-7.345664978,-1.71597743,7309434,16810.22656,10097.63281,17.33554459,-0.996478021,0.013213187,-0.018991865,-0.012033341,0.003868367,-0.003340501,0.000135344,1.51E-08,-8.58076,-15.342,0.5593,1.78795,6.7612,-11.9614,-6.7612,5.85694,108.98343
127,227,469,560,488,358,1082,3236,0.800779076,0.704952582,1.953835709,1.20100153,0.498842057,0.889354388,2878,9.039106145,0.737449664,0.292329957,180760,-8278853.73,48992.46875,-820.2791138,82.20977783,-64.20706177,-0.362877816,-18.28549194,1.269432068,26.49004745,6204497.5,6087.788574,2409.896973,16.90250778,-1.929541349,0.135302767,-0.034418091,0.000498341,0.0121817,-0.01249321,5.42E-06,-2.89E-08,-9.32944,-15.4889,0.602332,1.66021,6.15943,-12.4092,-6.15943,7.48924,129.54294
204,256,508,660,513,364,1106,3550,0.814001022,0.686460808,2.087811271,1.220845574,0.524914089,0.897451826,3186,9.752747253,0.7652909,0.385416667,203000,-10146113.36,49213.5625,-1064.138672,121.1744919,-128.7891083,40.18924332,17.45133209,19.8809967,-2.08165741,8071757.5,23916.30664,14716.99316,-1.158771396,-0.775525928,0.008925747,-0.043909043,-0.020373013,-0.003966268,0.002613844,0.000225537,1.30E-08,-7.75553,-13.9163,0.557297,1.79437,6.16079,-10.8359,-6.16079,7.14199,246.5334
178,271,536,669,556,374,1152,3625,0.812953238,0.688402422,2.117915309,1.21927741,0.517688926,0.896814822,3251,9.692513369,0.767430522,0.382124352,206860,-10564428.61,49285.46094,-1118.087646,150.1098175,-104.1370773,28.99888039,-11.61619854,-8.563346863,10.23290539,8490049,28349.90039,18506.45898,9.597027779,-0.299816757,-0.082052343,-0.025811655,-0.009577538,-0.002723873,0.005475155,0.000267272,-8.38E-09,-8.6589,-16.0633,0.539049,1.85512,7.40438,-12.3611,-7.40438,6.242,152.12817
234,265,483,646,574,420,1115,2966,0.751919669,0.642303433,1.818831262,1.127712978,0.453565303,0.858374651,2546,7.061904762,0.675232985,0.282147316,161800,-6478612.797,49042.33203,-513.9362793,64.45487976,-67.10197449,-58.66521835,44.31315994,10.57187176,-14.19052315,4404311,-12072.41602,-11737.58105,-42.29579544,-0.781030774,0.142801523,-0.016324958,0.018887991,-0.000495981,-0.004392719,0.000113828,1.14E-08,-9.1222,-14.5909,0.625199,1.59949,5.46867,-11.8565,-5.46867,5.08034,102.6495
238,305,536,676,608,443,1150,3252,0.760216509,0.655804481,1.938043328,1.140170478,0.477510223,0.863758044,2809,7.340857788,0.696843204,0.286240786,177860,-7886604.277,49224.88281,-741.9486694,96.81047821,-74.51915741,-8.414056778,19.9390583,-7.691882133,-1.46400106,5812286.5,1648.801514,-1805.057739,-13.27114296,0.207510233,-0.047272053,0.008555681,0.010656197,0.00323406,0.00202695,0.000203482,3.50E-09,-9.2994,-15.1234,0.614902,1.62628,5.82399,-12.2114,-5.82399,3.51059,15.05961
285,311,579,752,651,453,1311,3614,0.777231374,0.655519927,1.975378078,1.165703749,0.467614213,0.874638953,3161,7.977924945,0.717272511,0.334451902,201620,-9987531.608,49494.64844,-1043.569092,133.7408905,-56.45637512,-64.65031433,26.44817924,3.381227255,-5.243637085,7913185,22202.91211,13203.79199,-6.976932526,1.593512297,-0.13948451,0.012125317,0.018366469,-0.006199623,0.006188034,0.000275594,2.54E-09,-9.71722,-14.6954,0.661241,1.51231,4.9782,-12.2063,-4.9782,4.02468,37.74375
180,284,498,659,551,413,1178,3233,0.773450357,0.661356629,1.968174204,1.160016454,0.465880753,0.872237637,2820,7.828087167,0.712847682,0.312182741,179040,-7948489.452,49150.39844,-763.4605103,93.62379456,-52.26197815,-50.60640717,-21.94919777,16.93273735,-14.68347645,5874181.5,2066.231934,-1804.524048,-20.49995232,-0.367992759,0.007711082,-0.020954167,0.021097735,0.004888668,0.001458856,0.000197529,-1.74E-09,-8.07182,-13.8807,0.581516,1.71964,5.80883,-10.9762,-5.80883,4.58915,66.93768
208,249,453,602,511,368,948,3262,0.797245179,0.688405797,2.007770223,1.195703071,0.549643705,0.887170432,2894,8.864130435,0.740197386,0.324549237,183000,-8371188.433,49011.02344,-811.4865723,87.14836121,-146.5652466,111.5506058,62.61662674,-6.026723385,-17.94109917,6296857.5,6522.914551,1969.69812,-2.319731712,-1.471753478,0.078369178,-0.014074391,-0.037542909,-0.00022516,-0.002338652,0.000144423,-4.91E-09,-7.43876,-14.8111,0.502243,1.99107,7.37232,-11.1249,-7.37232,6.21516,298.30878
163,275,510,669,580,406,1179,3647,0.799654577,0.689990732,2.014795474,1.199333909,0.511396602,0.888662059,3241,8.982758621,0.743307839,0.32875,204980,-10499544.21,49309.94922,-1132.030884,156.8497162,-55.6043129,29.76218605,-15.904212,-15.96457481,-11.25106907,8425139,28163.9082,19097.07227,29.47824478,0.51713872,-0.118074827,0.021317353,-0.002156081,-0.003100058,-0.000157139,0.000185058,-9.54E-09,-8.93079,-16.0515,0.556382,1.79733,7.12075,-12.4912,-7.12075,4.65213,101.34036
227,305,523,669,603,428,1126,3495,0.781799643,0.678674352,2.030319079,1.172550019,0.512659597,0.877523966,3067,8.16588785,0.727632229,0.304292929,193660,-9402223.138,49288.11719,-968.1009521,118.2849579,-87.41895294,55.07537842,23.08646584,-24.96767044,-11.62751198,7327855,17001.55859,10255.2998,17.78686142,0.52576226,-0.158346042,0.032288074,-0.003086174,0.001619,0.003858379,0.000232248,-2.51E-09,-8.8816,-14.9956,0.592282,1.68838,6.11396,-11.9386,-6.11396,5.58141,57.87171
242,308,504,647,570,388,1090,3328,0.791173305,0.674465409,2.195996415,1.186600296,0.506564056,0.883397986,2940,8.577319588,0.753424658,0.356258597,186760,-8639497.014,49179.84375,-835.7828979,76.38872528,-123.0158615,30.47216797,30.49107742,-23.31767082,-17.74223709,6565179,8863.71875,3219.110596,-12.62173748,-0.729957461,-0.156334266,-0.02073326,0.004844722,0.008266919,0.013451139,0.000363691,2.14E-08,-7.19769,-13.5599,0.530806,1.88393,6.36225,-10.3788,-6.36225,6.69132,139.93182
200,301,523,672,514,405,1105,3474,0.791183295,0.675832127,2.103495545,1.186621987,0.517361869,0.883404865,3069,8.577777778,0.744413758,0.344072165,194820,-9414477.968,49223.73438,-974.7219849,105.1413803,-121.0915222,55.08346176,-15.1366787,30.91514969,-9.048783302,7340132,16721.48438,9403.416016,0.658063769,0.056032717,-0.139741197,0.003738645,-0.007144846,0.00048527,0.008779104,0.000303162,1.76E-09,-8.55862,-16.1135,0.531145,1.88273,7.55491,-12.3361,-7.55491,5.51933,252.13572
168,265,484,654,551,379,1074,3483,0.803728638,0.683828861,2.058082482,1.205436893,0.528637261,0.891171837,3104,9.189973615,0.752012072,0.358072917,197240,-9630464.668,49176.23438,-996.9257813,143.0432434,-103.8414154,63.51003265,8.328502655,-13.34603691,-22.75716972,7556118,18843.4707,10967.30078,0.493396342,-0.559697866,-0.013110621,-0.020238603,-0.020864531,-0.003145483,0.00263978,0.000221213,-1.78E-08,-8.84503,-14.9544,0.591467,1.69071,6.10935,-11.8997,-6.10935,5.8855,204.28056
134,274,501,635,549,417,1142,3218,0.770563961,0.670386712,1.910120022,1.155686976,0.476146789,0.870398881,2801,7.717026379,0.70354685,0.280205656,176780,-7841720.839,49105.89453,-756.5927734,113.2094955,-40.50749588,-20.01621819,-42.8333931,5.446206093,2.30633235,5767390.5,1433.809814,-1599.250244,-4.300429344,-0.422563761,0.028703002,-0.001339118,0.013667817,0.00547367,-0.003559471,0.000127676,-4.54E-09,-9.46896,-13.774,0.687452,1.45465,4.30504,-11.6215,-4.30504,5.39079,169.1793
161,291,538,681,597,429,1209,3372,0.774269929,0.663952628,1.954442821,1.161252137,0.472167649,0.872759334,2943,7.86013986,0.712109673,0.307692308,186660,-8657166.68,49252.17578,-868.746582,140.4919586,-39.0320015,-37.07550812,-39.34464645,-5.894708157,3.359713078,6582842.5,9153.975586,3621.083496,-7.501371384,0.295529634,-0.038851716,-0.003583082,0.016891219,0.001770761,0.001350724,0.000199126,-1.95E-10,-9.03697,-13.6734,0.660917,1.51305,4.63641,-11.3552,-4.63641,4.83218,66.38625
190,292,480,596,535,369,891,2797,0.766898294,0.648688476,2.150956768,1.150165798,0.51681128,0.86805246,2428,7.579945799,0.724946038,0.337295691,154760,-5891824.995,48844.12109,-375.0445862,60.88295364,-169.6753235,71.96636963,27.50123215,-28.4066925,-6.902720928,3817522.75,-17654.86914,-15557.8125,-56.97844696,-2.120131016,-0.062289774,-0.004566886,-0.005305834,0.006655544,0.012204368,0.000329756,-1.30E-08,-8.1745,-14.0314,0.582584,1.71649,5.85695,-11.103,-5.85695,3.75071,58.29759
127,324,536,682,610,425,1056,3382,0.776727082,0.664370079,2.110333999,1.164937623,0.524109959,0.874318468,2957,7.957647059,0.730808598,0.328224777,187700,-8739743.63,49203.98047,-863.927124,177.0523376,-97.44654846,93.29895782,-48.39191437,-44.02944946,-14.42525005,6665419.5,9920.332031,4113.397949,-8.867751122,0.238827795,-0.1819686,0.019267578,-0.013510113,0.001130895,0.01170765,0.000338165,1.12E-08,-8.73943,-15.3268,0.570206,1.75375,6.58736,-12.0331,-6.58736,5.07515,54.11628
225,296,463,606,494,400,1064,3359,0.787177441,0.694325347,2.089689266,1.180609124,0.518878589,0.880901323,2959,8.3975,0.739062904,0.290140845,185780,-8751557.405,49120.53516,-891.3456421,39.43135834,-105.924118,65.72754669,20.46293831,17.92437744,-24.50732803,6677187,10840.03125,6086.560547,25.58415222,-0.573480725,-0.146696523,0.021737672,-0.002244644,0.012704715,0.001384015,0.000192443,-8.20E-09,-8.61063,-13.9386,0.617752,1.61877,5.32802,-11.2746,-5.32802,5.06411,128.92266
140,281,511,653,538,398,1060,3260,0.782394751,0.666240736,2.020330368,1.173431734,0.509259259,0.87789767,2862,8.190954774,0.727152318,0.331168831,181920,-8187062.421,49096.04297,-789.5871582,133.4502411,-101.6738205,43.15484238,-31.86622238,3.778991461,-3.069605827,6112754.5,4329.017578,-267.5761719,-20.80691338,-0.618199289,-0.000491105,-0.01456806,-0.008990997,0.000277357,0.004107396,0.000233639,-1.88E-10,-9.09252,-15.5439,0.584956,1.70953,6.45141,-12.3182,-6.45141,5.75318,71.16957
114,279,533,670,575,419,1222,3556,0.78918239,0.682915286,1.971220309,1.183624701,0.488488907,0.882156362,3137,8.486873508,0.728311057,0.309876543,198260,-9836394.204,49287.27734,-1051.639648,166.9221497,-24.28619957,-13.06828308,-69.50382996,-4.782278538,8.21469593,7762015.5,21370.69336,13642.33496,21.53911781,0.5380885,-0.08750876,0.015094261,0.011892889,0.000194305,-0.001408719,0.000164885,7.50E-09,-8.52714,-13.7761,0.618982,1.61556,5.24893,-11.1516,-5.24893,5.05158,110.92383
192,345,528,659,699,592,1015,2473,0.6137031,0.579182631,1.367602152,0.920404502,0.418004587,0.760577821,1881,4.177364865,0.493357488,0.073951435,115540,-3535702.64,48963.07813,21.26171303,85.70075226,7.903411865,24.88582611,5.714215279,-25.59744835,-7.643640041,1461155.375,-35780.92578,-20822.91211,-5.61966753,-0.235129684,0.105119973,0.082871281,-0.010374941,-0.004814107,-0.007589218,9.73E-05,-9.45E-10,-8.91029,-15.0251,0.593026,1.68627,6.11485,-11.9677,-6.11485,3.6157,29.97675
241,236,481,653,570,395,1101,2954,0.764108689,0.637926255,1.799578059,1.145991939,0.456966708,0.866263397,2559,7.478481013,0.684150513,0.31773399,163860,-6544944.329,49016.80859,-512.0535889,78.72741699,-86.23049164,-70.73627472,67.18871307,14.17326355,-10.01583195,4470671,-11936.37598,-12468.41406,-62.15394592,-1.169271827,0.256808162,-0.046490528,0.011894225,-0.007561059,-0.007619955,6.82E-05,1.89E-08,-7.89,-14.3472,0.549931,1.81841,6.45725,-11.1186,-6.45725,3.31544,38.23452
185,244,450,601,546,398,1121,3215,0.779684473,0.685010482,1.866057234,1.169364882,0.482933579,0.876188416,2817,8.077889447,0.70692859,0.268874172,177140,-7931573.839,49066.94922,-770.241272,76.92938232,-40.36218643,-19.72411728,25.69680214,-4.561459541,-13.89858246,5857231,2569.855957,-353.7984314,7.903282642,-0.899094582,0.10542696,-0.005523007,0.00827693,0.005888599,-0.01043147,3.44E-05,-2.48E-09,-8.98342,-14.2666,0.629682,1.5881,5.28319,-11.625,-5.28319,4.32097,35.52984
107,237,487,624,554,382,1061,3502,0.803295572,0.697527872,1.941505912,1.204788261,0.534955073,0.890905598,3120,9.167539267,0.738396624,0.314694408,196880,-9730026.913,49140.26563,-1026.821533,175.4510956,-71.82542419,79.96542358,-15.15727425,-27.09686852,3.462402821,7655646.5,20399.41797,13045.28516,25.00217628,-0.553975046,0.053292394,0.001017331,-0.027098427,-0.003875259,-0.008743792,6.26E-05,9.17E-09,-8.1401,-16.0513,0.50713,1.97188,7.91119,-12.0957,-7.91119,6.9223,156.23865
151,249,494,602,516,367,1108,3823,0.824821002,0.727909605,2.077672238,1.23708388,0.550598256,0.903990741,3456,10.41689373,0.774837512,0.326388889,216760,-11939054.79,49270.91406,-1326.736572,138.2535858,-85.59807587,105.6981125,-6.020153999,-18.30394745,14.23057461,9864535,44009.42969,33519.91797,82.9789505,-0.252872646,-0.164103299,0.035810482,-0.021123273,0.001293829,-0.009990511,4.79E-05,1.71E-08,-8.64137,-14.6224,0.590967,1.69214,5.98104,-11.6319,-5.98104,4.81867,61.50168
98,259,495,654,524,390,1139,3726,0.810495627,0.701369863,2.02206328,1.215595773,0.531757451,0.895317536,3336,9.553846154,0.754650341,0.336305732,210720,-11124208.16,49260.80859,-1229.854858,179.6295013,-60.59621048,70.75360107,-55.34490204,4.00531435,-10.25671577,9049768,34793.98047,24778,43.8752594,0.311767519,-0.110603236,0.025524562,-0.015838997,-0.005529882,-0.003311146,0.000143675,-6.46E-09,-9.77057,-15.6115,0.625858,1.59781,5.84092,-12.691,-5.84092,5.59712,52.60167
98,259,495,654,524,390,1139,3726,0.810495627,0.701369863,2.02206328,1.215595773,0.531757451,0.895317536,3336,9.553846154,0.754650341,0.336305732,210720,-11124208.16,49260.80859,-1229.854858,179.6295013,-60.59621048,70.75360107,-55.34490204,4.00531435,-10.25671577,9049768,34793.98047,24778,43.8752594,0.311767519,-0.110603236,0.025524562,-0.015838997,-0.005529882,-0.003311146,0.000143675,-6.46E-09,-9.77057,-15.6115,0.625858,1.59781,5.84092,-12.691,-5.84092,5.59712,27.3123
283,256,478,653,581,423,1053,3098,0.75972735,0.65182618,1.799165994,1.139429221,0.492652373,0.863441267,2675,7.323877069,0.680043384,0.280487805,169700,-7151933.865,49087.09375,-622.6235962,70.87523651,-103.9449463,14.10962486,101.819046,6.878414154,-21.18014526,5077630,-5596.841797,-7189.995117,-28.87064743,-0.476106822,0.152908936,-0.000898361,-0.010983787,-0.007127946,-0.005959121,9.50E-05,8.10E-10,-8.20636,-14.0531,0.583953,1.71247,5.84677,-11.1297,-5.84677,4.67606,27.15993
202,280,532,678,580,462,1090,3099,0.740522325,0.640984909,1.747746554,1.110627545,0.479589401,0.850899182,2637,6.707792208,0.655890997,0.251162791,166860,-6950155.598,49121.98438,-609.3743896,115.4180222,-73.12838745,12.21868801,11.1171751,24.4386673,5.38092041,4875840,-7352.40918,-8118.241211,-24.31639099,0.143485323,0.108937889,0.016245773,-0.006344208,-0.006837936,-0.005316686,0.000104304,-6.07E-09,-9.08188,-15.0855,0.602028,1.66105,6.0036,-12.0837,-6.0036,2.66312,18.05238
121,251,435,561,449,350,836,2897,0.784416384,0.675534991,2.043813192,1.176443418,0.552102866,0.879167029,2547,8.277142857,0.731619845,0.31969697,161260,-6483663.076,48758.07031,-509.8767395,74.50981903,-164.7012177,123.9822845,1.912584543,7.650285721,-11.33331966,4409351.5,-11789.11621,-11152.29102,-32.13426208,-2.574176788,0.095527805,-0.008032295,-0.036125708,0.003237588,0.001814314,0.000193086,5.29E-09,-7.32015,-13.4454,0.544434,1.83677,6.12529,-10.3828,-6.12529,3.27928,80.7021
